onset	duration	trial_type	sample	value
1275.0	5.0	speech_window	1305600	といけないので傘を持って行った方が良い
1285.0	5.0	speech_window	1315840	初めて天の川を見たことがありました
1290.0	5.0	speech_window	1320960	見た夜のことを私は覚えている
1300.0	5.0	speech_window	1331200	手に入ったらすぐに君のところに送ります
1305.0	5.0	speech_window	1336320	かなりたくさんの人がその出家店に招待された
1315.0	5.0	speech_window	1346560	身分証明書を持っている学生なら誰ですか?
1320.0	5.0	speech_window	1351680	でも図書館に入ることができる
1325.0	5.0	speech_window	1356800	息が苦しくて満足にその言葉を聞いて
1330.0	5.0	speech_window	1361920	言えなかった
1345.0	5.0	speech_window	1377280	種類の金属を使うことで特定の強振を抑えます
1375.0	5.0	speech_window	1408000	技術的に巧妙な機器です
1385.0	5.0	speech_window	1418240	竹の神は海の神より多くの人を溺れさせた
1405.0	5.0	speech_window	1438720	受けによった男が
1410.0	5.0	speech_window	1443840	私の襟を掴んで汚い言葉を吐いた
1420.0	5.0	speech_window	1454080	部長は気象訓示を受けるために気象室へ行く
1430.0	5.0	speech_window	1464320	見栄えなくセックスしまくる人はエイズなどの性別
1435.0	5.0	speech_window	1469440	病が怖くないのですか?
1440.0	5.0	speech_window	1474560	内容をご覧になれ
1445.0	5.0	speech_window	1479680	適切なご意見をいただければ幸いです。
1450.0	5.0	speech_window	1484800	道場一部 御寄贈
1455.0	5.0	speech_window	1489920	いただければ幸いに存じます
1460.0	5.0	speech_window	1495040	酒が飲みたくなるのに負けてはいけません
1470.0	5.0	speech_window	1505280	名所があまりに名所があまり多くて
1475.0	5.0	speech_window	1510400	1,2,2,1で見るわけにはいかなかった
1480.0	5.0	speech_window	1515520	グズグズしていないでさっさと行動しろ
1490.0	5.0	speech_window	1525760	天ぷらが上がったから皿持ってこい
1510.0	5.0	speech_window	1546240	東映行ったことがありますか?
1525.0	5.0	speech_window	1561600	注意して読まないと、ためになるよりもむしろ害になる本がある。
1545.0	5.0	speech_window	1582080	救助が来るまで私たちは何時間も待った
1560.0	5.0	speech_window	1597440	女王から彼に与えられた
1570.0	5.0	speech_window	1607680	レンゲに関わらず自分の親の世話をする
1575.0	5.0	speech_window	1612800	ゲームである
1590.0	5.0	speech_window	1628160	このように旅場チームは色の違う服を着ていた
1600.0	5.0	speech_window	1638400	打ち合いが少し静まった時パパが走ってフラットに
1605.0	5.0	speech_window	1643520	私たちにサンドイッチを持ってきてくれたわ
1610.0	5.0	speech_window	1648640	タツオはポケットに置いて
1615.0	5.0	speech_window	1653760	手を入れて剣を探した
1625.0	5.0	speech_window	1664000	ギアハルト・シュレーザーは第二次世界大戦を経験していない
1630.0	5.0	speech_window	1669120	初のドイツ出走です
1720.0	5.0	speech_window	1761280	かましくも私に出て行けといった
1735.0	5.0	speech_window	1776640	追加部が外の空間に
1740.0	5.0	speech_window	1781760	そう、遮っている
1755.0	5.0	speech_window	1797120	ポンとカズはポンとトモはカズ
1760.0	5.0	speech_window	1802240	数が少なく質が良くなければいけない
1765.0	5.0	speech_window	1807360	二酸化炭素の量は10%増加し
1775.0	5.0	speech_window	1817600	首相は3個の例をもって彼を法務大臣に
1785.0	5.0	speech_window	1827840	大多数の人が集まるところで
1790.0	5.0	speech_window	1832960	身体障害者用には作られていない
1800.0	5.0	speech_window	1843200	3回打ち合いすぎた感はありましたが、それでも美しい桜を満喫しました。
1805.0	5.0	speech_window	1848320	してきました
1810.0	5.0	speech_window	1853440	果実が成る樹木は成長するための
1815.0	5.0	speech_window	1858560	ための空間がかなり必要だ
1820.0	5.0	speech_window	1863680	時間内乗り放題チケットを利用しよう
1825.0	5.0	speech_window	1868800	ゆみこには谷間を
1830.0	5.0	speech_window	1873920	強調するブラジャーがある
1835.0	5.0	speech_window	1879040	製造費は予算の36%と見られ
1840.0	5.0	speech_window	1884160	積もっている
1900.0	5.0	speech_window	1945600	リストが長すぎるようだ
1905.0	5.0	speech_window	1950720	外国の本は省いてください
1910.0	5.0	speech_window	1955840	次元爆弾が大音響とともに
1915.0	5.0	speech_window	1960960	共に枠外した
1920.0	5.0	speech_window	1966080	後ろ指を刺されるようなことなどを決してしないでください。
1930.0	5.0	speech_window	1976320	態度から判断すると彼はこの仕事にふさわしくない
1940.0	5.0	speech_window	1986560	やはり一人自分が間違っていることを認めようとして
1945.0	5.0	speech_window	1991680	なかったので 議論は延々と続いた
1955.0	5.0	speech_window	2001920	駅員に連絡したが男はその場を立ち去り改札口を出て行った
1965.0	5.0	speech_window	2012160	訴訟リスクの高さも3回目にのしかかる
1970.0	5.0	speech_window	2017280	気持ちだけ焦ってしまった
1975.0	5.0	speech_window	2022400	全然行動が伴わない
1980.0	5.0	speech_window	2027520	新車が買えないからこれで間に合わせなければならない
1990.0	5.0	speech_window	2037760	愛情のために彼女の欠点が見えなかった
1995.0	5.0	speech_window	2042880	本気で私のことを愛しているっていうのは
2010.0	5.0	speech_window	2058240	この成果は政府によって統制されている
2020.0	5.0	speech_window	2068480	左に曲がればそのレストランは右手にあり
2030.0	5.0	speech_window	2078720	「美は善に勝る」という人がいます
2040.0	5.0	speech_window	2088960	状況は毎日確認され データベースに記録される
2050.0	5.0	speech_window	2099200	朝ごはんは何がよろしいですか?
2060.0	5.0	speech_window	2109440	3の不処置は、例えば入房とがそうだが、
2065.0	5.0	speech_window	2114560	この罪は非常に混雑する
2070.0	5.0	speech_window	2119680	左へ曲がれば白い建物が目に見えます。
2075.0	5.0	speech_window	2124800	入りますよ
2080.0	5.0	speech_window	2129920	朝が明けると彼らは甲板に出ていた
2085.0	5.0	speech_window	2135040	朝から雨が降ってきました。
2090.0	5.0	speech_window	2140160	振ったり止んだりしている
2100.0	5.0	speech_window	2150400	1ヶ月間雨が降らなかったので
2105.0	5.0	speech_window	2155520	彼らは井戸を掘らなければならなかった
2115.0	5.0	speech_window	2165760	賛成を込めて作ったこの美しい織物をご覧ください
2125.0	5.0	speech_window	2176000	朝は4着、昼は2着
2130.0	5.0	speech_window	2181120	2脚、そしてUは三脚である
2135.0	5.0	speech_window	2186240	抜くものは何か朝は4キャ
