onset	duration	trial_type	sample	value
290.0	5.0	speech_window	296960	さてパリスカスもこの母書創作体の
295.0	5.0	speech_window	302080	他の連中はエジプト貴族のミイラム人
300.0	5.0	speech_window	307200	宝石送信
305.0	5.0	speech_window	312320	パリスカス
310.0	5.0	speech_window	317440	はい
315.0	5.0	speech_window	322560	おもちで墓から墓へと歩き回っていた
320.0	5.0	speech_window	327680	時々その暗い表情のどこかに 鈍点の薄れ指のような
325.0	5.0	speech_window	332800	明るみが差し掛けることもあるがそれはすぐに消えて
330.0	5.0	speech_window	337920	また元の落ち着きのない暗さに戻ってしまう心の中に
335.0	5.0	speech_window	343040	はい
340.0	5.0	speech_window	348160	はい
345.0	5.0	speech_window	353280	パリスカス
350.0	5.0	speech_window	358400	地下の墓室の中に立っていた
355.0	5.0	speech_window	363520	いつ同僚や部下とはぐれてしまったものか
360.0	5.0	speech_window	368640	この墓の町のどの方角にあたるものか、それらはまるで
365.0	5.0	speech_window	373760	とにかくいつもの無双から覚めてひょいと気がついた。
370.0	5.0	speech_window	378880	ついてみたらたった一人で古い 保湿の薄く
375.0	5.0	speech_window	384000	桜狩りの中にいたというよりは他に他はない
380.0	5.0	speech_window	389120	目が暗さになれるにつれ
385.0	5.0	speech_window	394240	中に散乱した彫像器具の類や周囲の義物
390.0	5.0	speech_window	399360	彫り、壁画などがぼーっと眼前に浮き上がってきた。
395.0	5.0	speech_window	404480	3は蓋を取られたまま投げ出され、ふしゃぶちの首が
400.0	5.0	speech_window	409600	2つ3つ傍らに転がっているすでに他の
405.0	5.0	speech_window	414720	ペルシャ兵の略奪にあった後であることは一見して明らかである。
410.0	5.0	speech_window	419840	古い埃の匂いが冷たく花を襲う
415.0	5.0	speech_window	424960	闇の奥から大きなお尻通信
420.0	5.0	speech_window	430080	立像が固い表情でこちらを覗いている
425.0	5.0	speech_window	435200	近くの匹群を見れば、ヤマイヌやワニやアオサギなどの
430.0	5.0	speech_window	440320	機械な動物の頭をつけた神々の憂鬱な行列
435.0	5.0	speech_window	445440	顔もどうもない大きな打ち跡が一つ
440.0	5.0	speech_window	450560	細長い足とテートを生やしてその行列に加わっている
445.0	5.0	speech_window	455680	パリスカスはほとんど無意識に足を運ばれました
450.0	5.0	speech_window	460800	5、6歩行くと彼はつまずいた。
455.0	5.0	speech_window	465920	見ると足元にミイラが転がっている彼はまた
460.0	5.0	speech_window	471040	ほとんど何の考えもなしにそのミイラを抱き起こして
465.0	5.0	speech_window	476160	心臓の台に立てかけた数日来見飽きるほど
470.0	5.0	speech_window	481280	はい
475.0	5.0	speech_window	486400	はい
480.0	5.0	speech_window	491520	冷熱いずれともつかぬものが彼の背筋を走った
485.0	5.0	speech_window	496640	ミイラの顔に注いだ視線をもはやそらすことができない。
490.0	5.0	speech_window	501760	彼は磁石に吸い寄せられたように
495.0	5.0	speech_window	506880	じっと身動きもせずその顔に見入ったどれほどの長さだろう
500.0	5.0	speech_window	512000	1
505.0	5.0	speech_window	517120	中に非常な変化が起こったような 気がした彼の体を
510.0	5.0	speech_window	522240	作り上げているあらゆる元素どもが彼の皮膚の下でも
515.0	5.0	speech_window	527360	ものすごくちょうど高生の科学者が試験管の中で、
520.0	5.0	speech_window	532480	心見る実験のように泡立ち煮えくり返り
525.0	5.0	speech_window	537600	沈まった後はすっかり元の
530.0	5.0	speech_window	542720	性質と変わってしまったように思われた
535.0	5.0	speech_window	547840	彼は大変安らかな気持ちになった。気がつくと、エジプト。
540.0	5.0	speech_window	552960	入国以来気になって仕方のなかったこと朝になって
545.0	5.0	speech_window	558080	思い出そうとする昨日の夢のように分かりそうでいて
550.0	5.0	speech_window	563200	どうしても思い出せなかったことが今は実にはっきりわかるのである
555.0	5.0	speech_window	568320	なんだこんなことだったのか彼は思わず声に出して
560.0	5.0	speech_window	573440	俺は元このミイラだったんだよ確かに
565.0	5.0	speech_window	578560	パリスカスが
570.0	5.0	speech_window	583680	この言葉を口にした時、ミイラが心持ち唇の隅を
575.0	5.0	speech_window	588800	と歪めたように思われた。どこから光が落ちてくるのか。
580.0	5.0	speech_window	593920	ミイラの顔のところだけほの明るく浮き出されている
585.0	5.0	speech_window	599040	はっきり見えるのである今や闇をつんざく
590.0	5.0	speech_window	604160	♪
595.0	5.0	speech_window	609280	この時に蘇ってきた彼の魂がかつてこの
600.0	5.0	speech_window	614400	♪
605.0	5.0	speech_window	619520	♪
610.0	5.0	speech_window	624640	♪
615.0	5.0	speech_window	629760	人々の姿や、沐浴の後の香油の匂いや、薄い香りの匂いが、
620.0	5.0	speech_window	634880	3つぐらい神殿の奥に跪いた時の冷ややかな石の感触へと
625.0	5.0	speech_window	640000	そうした生々しい感覚の記憶の群れが膨脹され、
630.0	5.0	speech_window	645120	の縁から一時に蘇って殺到してきた
635.0	5.0	speech_window	650240	その頃彼はプターの神殿の祭司でもあったのだろう
640.0	5.0	speech_window	655360	だろうかというのは彼のかつてに触れ敬意を持っていることです。
645.0	5.0	speech_window	660480	今彼の眼前に蘇ってくる
650.0	5.0	speech_window	665600	その頃の彼自身の姿は一向に浮かんでこないからです
655.0	5.0	speech_window	670720	ふと自分が神前に捧げた犠牲の王子の
660.0	5.0	speech_window	675840	この
665.0	5.0	speech_window	680960	そうだ
670.0	5.0	speech_window	686080	確かにあの女だたちまち一人の女の目が
675.0	5.0	speech_window	691200	くじゃく石の粉を薄くつけた顔がほっそりしたからです。
680.0	5.0	speech_window	696320	はい
685.0	5.0	speech_window	701440	ああ懐かしい
690.0	5.0	speech_window	706560	はい
695.0	5.0	speech_window	711680	♪
700.0	5.0	speech_window	716800	彼の妻だった女である
705.0	5.0	speech_window	721920	「不思議なことに、名前は何一つ。人の名も、所の名も、物の名も、
710.0	5.0	speech_window	727040	全然思い出せない名のない形と色と
715.0	5.0	speech_window	732160	臭いと動作とが距離や時間の関連の奇妙に動作化
720.0	5.0	speech_window	737280	♪
725.0	5.0	speech_window	742400	はい
730.0	5.0	speech_window	747520	彼の体を抜け出してミイラに入ってしまったのである
735.0	5.0	speech_window	752640	1
740.0	5.0	speech_window	757760	♪
745.0	5.0	speech_window	762880	その後ろに
750.0	5.0	speech_window	768000	今まだ誰やら老人らしいのや子供らしいのがいる
755.0	5.0	speech_window	773120	♪
760.0	5.0	speech_window	778240	すぐに妻が来て水を飲ませてくれるそれからしばらく
765.0	5.0	speech_window	783360	目が覚めた時はもうすっかり熱が引いている
770.0	5.0	speech_window	788480	薄目を開けてみると、片割れで妻が泣いている。
775.0	5.0	speech_window	793600	後ろで老人たちも泣いているようだ急に
780.0	5.0	speech_window	798720	雲霧の影が湖の上を
785.0	5.0	speech_window	803840	ミルミル暗く染めていくように青い大きな影が
790.0	5.0	speech_window	808960	自分の上にかぶさってくる目のくらむような下向感に思わず
795.0	5.0	speech_window	814080	そこで彼の過去の世の記憶が崩れ
800.0	5.0	speech_window	819200	さてそれから幾百年後
805.0	5.0	speech_window	824320	はい
810.0	5.0	speech_window	829440	1.ペルシャの
815.0	5.0	speech_window	834560	ヘルシャ人としての生活を数十年送った
820.0	5.0	speech_window	839680	1
825.0	5.0	speech_window	844800	怪奇な神秘の権限に立然としながら
830.0	5.0	speech_window	849920	今彼の魂は北国の冬の湖の高原
835.0	5.0	speech_window	855040	氷のように極度に、照明に、極度に張り詰めている。
840.0	5.0	speech_window	860160	それはなおも、埋没した前世の記憶の底を凝視し続け、
845.0	5.0	speech_window	865280	そこには深海の闇に自ら光を放つ
850.0	5.0	speech_window	870400	盲女どものように彼の過去の世の経験の数を
855.0	5.0	speech_window	875520	数々が音もなく眠っているようである
860.0	5.0	speech_window	880640	その時、闇の底から彼の魂を見つけました。
865.0	5.0	speech_window	885760	の目は一つの機械な前世の己の姿を見つけ出した
870.0	5.0	speech_window	890880	前世の自分がある薄暗い個室の中で一つの未来を見つけた
875.0	5.0	speech_window	896000	お祈り
880.0	5.0	speech_window	901120	そのミイラが前々世の己の体であることを確認する
885.0	5.0	speech_window	906240	確認せねばならない今と同じような薄暗さ薄ら
890.0	5.0	speech_window	911360	冷たさ、埃っぽい匂いの中で、先生の己は、
895.0	5.0	speech_window	916480	はい
900.0	5.0	speech_window	921600	一体どういうことだ?この恐ろしい一致は
905.0	5.0	speech_window	926720	恐れずになお、 実際に見るならば、前世に喚起したその
910.0	5.0	speech_window	931840	前々世の記憶の中にはおそらくは前々前世の己の
915.0	5.0	speech_window	936960	同じ姿を見るのではなかろうか
920.0	5.0	speech_window	942080	はい
925.0	5.0	speech_window	947200	6の連続が無限にめくるめくばかり無限に続いて
930.0	5.0	speech_window	952320	ファリスカスは全身の肌に泡を生じて
935.0	5.0	speech_window	957440	逃げ出そうとするしかし彼の足はすくんでしまう
940.0	5.0	speech_window	962560	彼はまだ右側の顔から目を離すことができない
945.0	5.0	speech_window	967680	凍ったような姿勢で、琥珀色の干からびた体に向かい合って立って、
950.0	5.0	speech_window	972800	翌日他の部隊のペルシャ兵がパリスカスを
955.0	5.0	speech_window	977920	はい
960.0	5.0	speech_window	983040	はい
965.0	5.0	speech_window	988160	アーメン
970.0	5.0	speech_window	993280	その言葉もペルシャ語ではなくてミスタル語です。
975.0	5.0	speech_window	998400	みんなエジプト語だということである
